Time,Day_of_week,Weather,Vehicle_type,Average_speed,Driving_Experience,Type_of_Collision,Area,Road_Alignment,Traffic_Density,Road_Condition,Temperature (°C),Accident_severity
20:31,Wednesday,Clear,Bus,70.5,Experienced,Head-on,Rural,Straight,High,Wet,30.93,Serious Injury
06:48,Wednesday,Foggy,Motorcycle,78.79,Intermediate,Pedestrian,Urban,Straight,High,Dry,18.44,Serious Injury
09:36,Thursday,Cloudy,Bicycle,135.4,Novice,Vehicle overturn,Rural,Curve,High,Muddy,26.77,Fatal Injury
21:04,Thursday,Rainy,Car,21.79,Novice,Pedestrian,Rural,Straight,Medium,Wet,17.61,Slight Injury
13:55,Wednesday,Windy,Auto,45.97,Intermediate,Head-on,Rural,Curve,High,Muddy,35.8,Slight Injury
09:31,Friday,Rainy,Motorcycle,82.73,Experienced,Side,Highway,Curve,High,Wet,17.74,Fatal Injury
07:10,Sunday,Clear,Motorcycle,107.59,Intermediate,Head-on,Highway,Junction,Medium,Wet,29.91,Fatal Injury
17:16,Monday,Cloudy,Bus,131.13,Intermediate,Side,Urban,Curve,Low,Muddy,15.63,Fatal Injury
09:01,Sunday,Rainy,Truck,52.47,Experienced,Rear-end,Urban,Straight,Medium,Dry,17.05,Slight Injury
22:01,Monday,Cloudy,Truck,84.22,Intermediate,Pedestrian,Urban,Straight,Medium,Wet,21.03,Fatal Injury
21:47,Tuesday,Clear,Bus,122.04,Intermediate,Rear-end,Urban,Curve,Low,Muddy,37.28,Fatal Injury
16:35,Thursday,Rainy,Bus,83.67,Novice,Side,Highway,Straight,Medium,Wet,16.78,Serious Injury
01:21,Monday,Clear,Bus,90.54,Experienced,Rear-end,Highway,Straight,Low,Muddy,31.99,Serious Injury
12:17,Saturday,Foggy,Motorcycle,27.22,Experienced,Rear-end,Urban,Junction,High,Muddy,18.71,Slight Injury
05:06,Monday,Windy,Auto,106.82,Novice,Head-on,Highway,Junction,Medium,Dry,37.65,Fatal Injury
12:14,Wednesday,Clear,Motorcycle,65.42,Intermediate,Head-on,Rural,Straight,Medium,Wet,33.46,Slight Injury
22:30,Wednesday,Windy,Bus,35.76,Experienced,Rear-end,Highway,Curve,High,Muddy,33.83,Slight Injury
13:59,Wednesday,Cloudy,Car,37.27,Novice,Rear-end,Highway,Straight,High,Wet,28.91,Slight Injury
15:13,Sunday,Foggy,Car,85.25,Novice,Head-on,Rural,Straight,Medium,Dry,15.32,Serious Injury
02:33,Wednesday,Clear,Car,46.18,Novice,Side,Rural,Junction,High,Dry,38.66,Slight Injury
21:50,Wednesday,Foggy,Bus,22.69,Novice,Pedestrian,Urban,Curve,Low,Dry,12.66,Slight Injury
09:31,Friday,Rainy,Motorcycle,82.73,Experienced,Side,Highway,Curve,High,Wet,17.74,Fatal Injury
13:44,Sunday,Clear,Auto,111.85,Novice,Side,Rural,Curve,High,Muddy,25.01,Fatal Injury
13:34,Tuesday,Cloudy,Bicycle,82.43,Experienced,Rear-end,Rural,Curve,Low,Muddy,29.07,Serious Injury
13:05,Sunday,Clear,Bicycle,93.79,Intermediate,Rear-end,Rural,Curve,Medium,Muddy,34.08,Serious Injury
06:55,Tuesday,Clear,Truck,28.36,Novice,Head-on,Urban,Curve,Low,Muddy,37.48,Slight Injury
14:02,Tuesday,Clear,Car,84.37,Intermediate,Head-on,Rural,Straight,Medium,Wet,29.02,Fatal Injury
01:04,Sunday,Rainy,Truck,106.58,Novice,Side,Urban,Curve,Medium,Dry,18.45,Fatal Injury
12:48,Sunday,Snowy,Car,80.37,Experienced,Head-on,Highway,Straight,Medium,Dry,-1.83,Serious Injury
02:39,Thursday,Cloudy,Bus,85.51,Novice,Rear-end,Highway,Junction,High,Muddy,24.04,Fatal Injury
07:23,Thursday,Cloudy,Bicycle,88.7,Experienced,Vehicle overturn,Urban,Curve,Medium,Wet,21.2,Serious Injury
23:14,Sunday,Rainy,Car,95.41,Novice,Vehicle overturn,Rural,Curve,Low,Dry,12.13,Fatal Injury
18:42,Friday,Foggy,Truck,82.0,Experienced,Side,Urban,Curve,Medium,Dry,14.43,Fatal Injury
11:46,Tuesday,Rainy,Truck,99.56,Intermediate,Vehicle overturn,Urban,Curve,High,Muddy,13.57,Fatal Injury
05:08,Friday,Windy,Car,37.21,Novice,Pedestrian,Highway,Straight,Low,Wet,28.04,Slight Injury
10:39,Saturday,Clear,Truck,99.06,Intermediate,Side,Rural,Straight,Medium,Wet,33.2,Fatal Injury
14:26,Friday,Windy,Bus,113.77,Novice,Vehicle overturn,Urban,Straight,Medium,Wet,34.95,Fatal Injury
15:40,Thursday,Cloudy,Motorcycle,104.87,Experienced,Pedestrian,Rural,Curve,Medium,Dry,18.6,Fatal Injury
18:31,Tuesday,Rainy,Car,56.87,Novice,Rear-end,Highway,Curve,High,Dry,10.08,Slight Injury
15:53,Friday,Snowy,Bus,85.15,Novice,Head-on,Highway,Straight,High,Wet,6.31,Serious Injury
00:36,Sunday,Cloudy,Car,44.13,Novice,Pedestrian,Urban,Junction,High,Wet,17.79,Slight Injury
11:23,Saturday,Foggy,Bus,23.37,Experienced,Pedestrian,Highway,Straight,Low,Wet,16.65,Slight Injury
23:06,Wednesday,Cloudy,Truck,99.92,Experienced,Side,Urban,Curve,Medium,Muddy,21.94,Serious Injury
06:15,Wednesday,Snowy,Bus,23.28,Novice,Head-on,Rural,Curve,Medium,Muddy,-4.35,Slight Injury
19:48,Friday,Cloudy,Truck,63.19,Intermediate,Rear-end,Urban,Junction,Medium,Muddy,16.5,Serious Injury
15:21,Sunday,Rainy,Car,65.75,Novice,Side,Urban,Junction,Medium,Dry,15.45,Slight Injury
03:52,Friday,Clear,Truck,39.1,Novice,Head-on,Urban,Junction,Medium,Muddy,33.46,Slight Injury
14:44,Tuesday,Cloudy,Motorcycle,45.26,Intermediate,Pedestrian,Rural,Curve,Medium,Wet,21.8,Slight Injury
11:57,Wednesday,Cloudy,Truck,63.59,Intermediate,Rear-end,Urban,Curve,High,Muddy,17.25,Serious Injury
12:53,Monday,Cloudy,Car,50.28,Intermediate,Vehicle overturn,Rural,Curve,Low,Wet,24.13,Slight Injury
10:27,Monday,Snowy,Bus,67.22,Intermediate,Pedestrian,Rural,Straight,High,Muddy,-2.53,Serious Injury
19:46,Friday,Snowy,Car,23.54,Novice,Side,Highway,Curve,Medium,Dry,-0.58,Slight Injury
02:13,Tuesday,Windy,Auto,86.36,Experienced,Head-on,Urban,Curve,Low,Muddy,28.23,Fatal Injury
11:39,Wednesday,Foggy,Auto,61.38,Experienced,Head-on,Highway,Straight,Low,Muddy,11.45,Serious Injury
03:34,Wednesday,Snowy,Truck,57.84,Experienced,Head-on,Rural,Straight,Medium,Muddy,-0.48,Slight Injury
21:55,Monday,Cloudy,Truck,132.22,Intermediate,Head-on,Urban,Junction,Medium,Muddy,18.79,Fatal Injury
05:58,Wednesday,Rainy,Car,65.0,Intermediate,Side,Highway,Curve,Medium,Wet,11.88,Slight Injury
00:13,Saturday,Snowy,Bus,84.88,Novice,Head-on,Urban,Junction,High,Muddy,4.33,Fatal Injury
14:45,Thursday,Foggy,Bicycle,44.46,Novice,Vehicle overturn,Highway,Curve,Low,Wet,19.49,Slight Injury
16:21,Saturday,Foggy,Motorcycle,66.91,Experienced,Head-on,Highway,Straight,High,Dry,12.56,Slight Injury
14:06,Thursday,Snowy,Bus,119.71,Experienced,Head-on,Rural,Junction,Medium,Muddy,4.17,Fatal Injury
19:28,Monday,Windy,Bus,68.8,Experienced,Head-on,Highway,Straight,Medium,Wet,39.27,Slight Injury
21:46,Friday,Windy,Car,120.14,Intermediate,Pedestrian,Highway,Straight,Medium,Wet,32.62,Fatal Injury
00:32,Sunday,Snowy,Auto,79.67,Novice,Rear-end,Urban,Curve,High,Dry,7.2,Serious Injury
02:53,Sunday,Windy,Bus,84.95,Intermediate,Rear-end,Highway,Straight,High,Dry,32.3,Fatal Injury
16:36,Sunday,Foggy,Auto,89.7,Novice,Pedestrian,Urban,Curve,Low,Dry,10.66,Fatal Injury
13:44,Sunday,Clear,Auto,111.85,Novice,Side,Rural,Curve,High,Muddy,25.01,Fatal Injury
13:46,Sunday,Windy,Bicycle,49.9,Intermediate,Vehicle overturn,Rural,Straight,Medium,Wet,30.35,Slight Injury
00:01,Sunday,Rainy,Motorcycle,64.09,Experienced,Rear-end,Highway,Straight,Low,Muddy,14.52,Slight Injury
09:21,Monday,Cloudy,Truck,99.86,Intermediate,Vehicle overturn,Highway,Curve,High,Dry,21.03,Fatal Injury
16:13,Saturday,Cloudy,Motorcycle,133.3,Novice,Side,Highway,Straight,Low,Muddy,19.89,Fatal Injury
21:33,Wednesday,Snowy,Truck,106.73,Intermediate,Rear-end,Highway,Straight,Low,Wet,4.86,Fatal Injury
17:59,Sunday,Clear,Car,22.01,Novice,Side,Highway,Junction,High,Wet,35.59,Slight Injury
10:16,Friday,Foggy,Bus,22.9,Novice,Vehicle overturn,Rural,Curve,Medium,Dry,11.33,Slight Injury
11:08,Tuesday,Clear,Truck,69.65,Intermediate,Head-on,Rural,Curve,Low,Dry,39.44,Slight Injury
04:15,Wednesday,Windy,Bicycle,73.07,Novice,Pedestrian,Urban,Curve,Medium,Dry,30.95,Serious Injury
02:41,Sunday,Snowy,Bicycle,41.96,Intermediate,Vehicle overturn,Highway,Straight,Medium,Wet,3.76,Slight Injury
10:02,Sunday,Foggy,Bus,35.28,Novice,Head-on,Rural,Straight,High,Muddy,16.17,Slight Injury
00:35,Wednesday,Rainy,Auto,20.27,Experienced,Rear-end,Highway,Straight,Low,Wet,15.53,Slight Injury
12:05,Thursday,Snowy,Motorcycle,57.82,Experienced,Vehicle overturn,Rural,Junction,High,Dry,-3.8,Slight Injury
07:51,Sunday,Snowy,Motorcycle,89.48,Novice,Vehicle overturn,Rural,Straight,Medium,Wet,8.43,Serious Injury
18:56,Saturday,Cloudy,Bus,31.76,Intermediate,Head-on,Rural,Straight,High,Dry,17.35,Slight Injury
09:37,Sunday,Cloudy,Truck,93.41,Experienced,Side,Urban,Junction,Medium,Dry,15.19,Fatal Injury
15:10,Friday,Rainy,Auto,56.83,Experienced,Head-on,Urban,Junction,High,Muddy,15.64,Slight Injury
03:44,Monday,Cloudy,Bus,63.22,Experienced,Pedestrian,Rural,Junction,High,Wet,17.05,Serious Injury
17:49,Friday,Cloudy,Car,51.19,Experienced,Head-on,Urban,Straight,High,Muddy,15.91,Slight Injury
12:57,Sunday,Windy,Motorcycle,56.04,Experienced,Side,Highway,Curve,Low,Wet,27.18,Slight Injury
08:15,Sunday,Snowy,Car,52.47,Novice,Head-on,Rural,Straight,Medium,Muddy,7.52,Slight Injury
06:57,Sunday,Snowy,Car,45.15,Intermediate,Pedestrian,Highway,Straight,Low,Wet,2.86,Slight Injury
15:17,Tuesday,Cloudy,Auto,97.53,Novice,Side,Highway,Curve,Medium,Dry,29.64,Serious Injury
02:23,Sunday,Clear,Truck,95.58,Intermediate,Head-on,Highway,Straight,Medium,Wet,28.77,Fatal Injury
03:33,Thursday,Foggy,Auto,27.57,Intermediate,Vehicle overturn,Highway,Straight,Low,Dry,15.46,Slight Injury
19:00,Saturday,Snowy,Car,77.31,Novice,Rear-end,Rural,Straight,High,Muddy,3.38,Serious Injury
16:23,Thursday,Snowy,Auto,72.81,Intermediate,Side,Urban,Junction,High,Muddy,6.28,Serious Injury
01:50,Thursday,Snowy,Car,77.95,Intermediate,Rear-end,Rural,Curve,Low,Muddy,-2.62,Serious Injury
16:47,Friday,Rainy,Motorcycle,84.34,Intermediate,Rear-end,Highway,Straight,Low,Dry,11.44,Fatal Injury
21:47,Tuesday,Snowy,Bicycle,64.3,Novice,Side,Highway,Straight,Low,Dry,-0.0,Slight Injury
22:18,Saturday,Windy,Car,108.77,Novice,Rear-end,Highway,Curve,Low,Wet,28.87,Fatal Injury
07:05,Wednesday,Windy,Bus,65.12,Novice,Pedestrian,Rural,Curve,High,Dry,32.09,Serious Injury
23:02,Tuesday,Cloudy,Auto,94.59,Experienced,Head-on,Rural,Straight,Medium,Dry,27.36,Serious Injury
17:59,Thursday,Foggy,Auto,58.63,Novice,Side,Urban,Junction,Low,Muddy,10.39,Slight Injury
02:56,Tuesday,Cloudy,Truck,51.26,Intermediate,Pedestrian,Highway,Junction,Medium,Muddy,27.54,Slight Injury
21:44,Sunday,Windy,Car,119.63,Intermediate,Head-on,Urban,Straight,Medium,Dry,28.82,Fatal Injury
05:12,Thursday,Windy,Truck,94.01,Intermediate,Rear-end,Urban,Junction,Low,Wet,29.61,Fatal Injury
06:34,Wednesday,Cloudy,Auto,87.53,Novice,Head-on,Urban,Curve,Low,Dry,23.35,Serious Injury
01:08,Saturday,Windy,Bus,88.42,Intermediate,Pedestrian,Rural,Curve,Low,Muddy,27.45,Serious Injury
03:40,Monday,Windy,Bicycle,30.14,Intermediate,Rear-end,Highway,Curve,Medium,Dry,29.77,Slight Injury
10:43,Thursday,Cloudy,Auto,31.14,Novice,Rear-end,Highway,Curve,High,Dry,23.17,Slight Injury
00:50,Thursday,Windy,Motorcycle,39.29,Experienced,Pedestrian,Urban,Straight,Medium,Dry,34.57,Slight Injury
01:02,Friday,Rainy,Truck,97.79,Intermediate,Side,Highway,Straight,High,Wet,14.76,Serious Injury
11:39,Thursday,Foggy,Truck,92.92,Novice,Pedestrian,Highway,Junction,High,Dry,16.76,Fatal Injury
12:25,Saturday,Rainy,Auto,39.93,Intermediate,Vehicle overturn,Highway,Curve,Medium,Wet,11.53,Slight Injury
02:19,Saturday,Windy,Auto,66.72,Novice,Vehicle overturn,Urban,Junction,Medium,Muddy,25.66,Serious Injury
03:06,Wednesday,Clear,Auto,130.89,Intermediate,Vehicle overturn,Highway,Curve,Low,Muddy,25.29,Fatal Injury
22:50,Friday,Rainy,Auto,51.88,Intermediate,Side,Urban,Junction,High,Wet,19.71,Slight Injury
01:11,Tuesday,Rainy,Truck,22.14,Intermediate,Head-on,Urban,Junction,Low,Wet,14.61,Slight Injury
13:53,Saturday,Windy,Auto,110.12,Intermediate,Head-on,Urban,Curve,Low,Muddy,31.77,Fatal Injury
03:14,Monday,Cloudy,Motorcycle,120.0,Experienced,Pedestrian,Highway,Junction,Medium,Wet,18.24,Fatal Injury
23:14,Monday,Foggy,Truck,34.2,Intermediate,Side,Rural,Junction,High,Dry,10.63,Slight Injury
17:04,Thursday,Snowy,Truck,43.85,Intermediate,Pedestrian,Highway,Curve,Medium,Dry,1.88,Slight Injury
14:04,Monday,Clear,Auto,85.53,Novice,Head-on,Highway,Junction,Medium,Wet,35.23,Fatal Injury
05:19,Monday,Foggy,Bicycle,56.66,Experienced,Rear-end,Highway,Junction,High,Dry,10.77,Slight Injury
03:58,Monday,Clear,Motorcycle,67.09,Intermediate,Pedestrian,Rural,Straight,Low,Muddy,35.87,Serious Injury
01:18,Thursday,Snowy,Auto,66.62,Novice,Rear-end,Rural,Junction,Low,Muddy,6.47,Slight Injury
08:53,Saturday,Snowy,Bus,64.64,Experienced,Pedestrian,Urban,Straight,Medium,Dry,8.8,Slight Injury
02:56,Sunday,Cloudy,Car,98.35,Intermediate,Head-on,Urban,Straight,Low,Wet,19.72,Serious Injury
10:05,Wednesday,Windy,Auto,96.72,Novice,Side,Urban,Junction,High,Wet,29.06,Serious Injury
23:13,Monday,Snowy,Bicycle,66.29,Intermediate,Head-on,Highway,Junction,Low,Muddy,-2.7,Slight Injury
23:22,Monday,Snowy,Car,96.05,Intermediate,Rear-end,Highway,Curve,High,Dry,-3.16,Fatal Injury
02:38,Saturday,Clear,Bus,83.62,Novice,Head-on,Urban,Curve,Low,Muddy,36.32,Serious Injury
11:21,Friday,Rainy,Motorcycle,87.3,Intermediate,Rear-end,Highway,Curve,Medium,Wet,12.65,Serious Injury
13:40,Wednesday,Cloudy,Truck,49.34,Novice,Rear-end,Highway,Curve,Low,Muddy,29.54,Slight Injury
03:54,Friday,Rainy,Bicycle,35.25,Novice,Rear-end,Rural,Curve,High,Wet,14.3,Slight Injury
23:51,Wednesday,Cloudy,Motorcycle,44.56,Intermediate,Vehicle overturn,Rural,Curve,High,Muddy,18.67,Slight Injury
22:05,Monday,Clear,Bus,91.64,Intermediate,Head-on,Urban,Junction,High,Dry,31.09,Serious Injury
17:29,Saturday,Snowy,Car,94.58,Intermediate,Vehicle overturn,Urban,Straight,Medium,Muddy,-1.71,Serious Injury
03:13,Friday,Cloudy,Bicycle,85.67,Novice,Head-on,Highway,Junction,Low,Wet,18.53,Serious Injury
04:11,Friday,Cloudy,Truck,93.26,Novice,Pedestrian,Highway,Junction,High,Wet,25.95,Serious Injury
08:31,Friday,Foggy,Bicycle,82.06,Intermediate,Rear-end,Highway,Straight,High,Dry,12.72,Serious Injury
00:13,Saturday,Windy,Bus,24.98,Experienced,Pedestrian,Urban,Straight,Low,Dry,39.17,Slight Injury
04:58,Tuesday,Snowy,Motorcycle,22.22,Novice,Pedestrian,Highway,Curve,Low,Wet,3.24,Slight Injury
07:06,Thursday,Foggy,Truck,119.11,Experienced,Pedestrian,Highway,Straight,Low,Wet,12.9,Fatal Injury
12:41,Saturday,Snowy,Truck,127.09,Novice,Vehicle overturn,Urban,Junction,High,Dry,-1.53,Fatal Injury
03:20,Sunday,Clear,Truck,89.78,Novice,Vehicle overturn,Rural,Curve,Low,Wet,38.71,Fatal Injury
19:59,Saturday,Cloudy,Bus,57.85,Novice,Head-on,Highway,Straight,High,Wet,25.87,Slight Injury
07:03,Sunday,Clear,Motorcycle,75.59,Experienced,Vehicle overturn,Rural,Curve,Medium,Muddy,35.85,Serious Injury
15:54,Saturday,Windy,Bicycle,106.16,Intermediate,Head-on,Highway,Junction,Low,Wet,30.8,Fatal Injury
14:45,Wednesday,Rainy,Car,96.69,Experienced,Head-on,Highway,Junction,Medium,Wet,18.58,Serious Injury
10:11,Thursday,Rainy,Truck,84.91,Experienced,Pedestrian,Highway,Curve,Low,Wet,15.89,Fatal Injury
20:50,Friday,Snowy,Motorcycle,92.7,Novice,Rear-end,Rural,Straight,High,Wet,7.8,Fatal Injury
20:23,Wednesday,Rainy,Car,29.22,Experienced,Rear-end,Highway,Curve,Low,Wet,18.71,Slight Injury
04:37,Friday,Foggy,Bicycle,103.47,Experienced,Vehicle overturn,Urban,Curve,Low,Wet,18.0,Fatal Injury
04:46,Wednesday,Windy,Bicycle,77.61,Experienced,Head-on,Urban,Junction,Low,Muddy,37.16,Serious Injury
16:25,Saturday,Clear,Bus,88.97,Intermediate,Head-on,Highway,Straight,High,Dry,34.34,Serious Injury
20:35,Tuesday,Windy,Auto,92.29,Experienced,Head-on,Highway,Straight,Medium,Muddy,36.35,Serious Injury
17:19,Saturday,Windy,Bicycle,87.11,Novice,Pedestrian,Urban,Straight,Medium,Wet,39.32,Serious Injury
20:53,Saturday,Rainy,Bicycle,99.83,Intermediate,Vehicle overturn,Urban,Straight,Medium,Dry,11.63,Serious Injury
00:29,Saturday,Snowy,Bus,55.8,Intermediate,Side,Highway,Straight,Medium,Dry,-1.55,Slight Injury
06:33,Friday,Foggy,Motorcycle,95.1,Intermediate,Pedestrian,Urban,Junction,Medium,Wet,17.86,Serious Injury
03:13,Monday,Snowy,Bicycle,58.84,Novice,Head-on,Urban,Straight,High,Wet,2.19,Slight Injury
04:51,Tuesday,Snowy,Truck,122.74,Intermediate,Pedestrian,Rural,Curve,Medium,Muddy,1.77,Fatal Injury
21:14,Sunday,Rainy,Motorcycle,108.73,Novice,Pedestrian,Highway,Curve,High,Dry,11.16,Fatal Injury
04:55,Tuesday,Clear,Truck,39.41,Novice,Side,Highway,Junction,Low,Dry,39.08,Slight Injury
11:00,Friday,Clear,Motorcycle,100.29,Novice,Head-on,Highway,Straight,High,Muddy,38.17,Fatal Injury
19:00,Sunday,Clear,Car,86.05,Intermediate,Rear-end,Urban,Curve,Low,Dry,37.68,Serious Injury
19:40,Wednesday,Rainy,Bicycle,121.27,Intermediate,Vehicle overturn,Highway,Junction,High,Muddy,15.38,Fatal Injury
08:24,Monday,Clear,Truck,129.59,Novice,Side,Rural,Straight,Medium,Muddy,38.42,Fatal Injury
07:25,Tuesday,Clear,Motorcycle,98.98,Experienced,Vehicle overturn,Highway,Junction,Low,Wet,38.98,Fatal Injury
00:23,Saturday,Rainy,Car,41.72,Experienced,Head-on,Highway,Curve,Medium,Muddy,16.74,Slight Injury
04:34,Sunday,Clear,Auto,65.29,Intermediate,Rear-end,Highway,Curve,Low,Muddy,32.17,Slight Injury
04:28,Wednesday,Foggy,Bus,26.29,Experienced,Side,Urban,Junction,High,Muddy,11.94,Slight Injury
15:53,Saturday,Cloudy,Car,27.96,Novice,Vehicle overturn,Highway,Junction,High,Wet,17.86,Slight Injury
12:46,Wednesday,Foggy,Bicycle,21.38,Experienced,Rear-end,Urban,Straight,High,Wet,12.64,Slight Injury
10:54,Friday,Clear,Truck,50.98,Experienced,Pedestrian,Highway,Straight,Low,Muddy,25.69,Slight Injury
23:56,Friday,Windy,Auto,50.22,Intermediate,Rear-end,Rural,Curve,High,Muddy,36.65,Slight Injury
06:20,Sunday,Snowy,Car,68.86,Experienced,Pedestrian,Rural,Junction,Medium,Dry,-0.24,Slight Injury
06:08,Wednesday,Cloudy,Motorcycle,93.86,Experienced,Head-on,Highway,Curve,High,Wet,27.2,Fatal Injury
16:51,Sunday,Rainy,Bicycle,20.55,Intermediate,Rear-end,Highway,Curve,High,Muddy,12.74,Slight Injury
17:18,Friday,Foggy,Car,61.55,Novice,Rear-end,Rural,Straight,High,Wet,13.81,Slight Injury
23:15,Wednesday,Snowy,Bicycle,84.38,Experienced,Side,Highway,Straight,High,Dry,4.95,Fatal Injury
09:59,Saturday,Foggy,Auto,88.92,Intermediate,Pedestrian,Rural,Curve,Medium,Wet,12.19,Serious Injury
11:44,Friday,Foggy,Bicycle,88.29,Experienced,Pedestrian,Rural,Straight,Medium,Dry,15.83,Fatal Injury
20:54,Thursday,Windy,Motorcycle,72.67,Intermediate,Side,Rural,Curve,High,Dry,33.82,Serious Injury
18:35,Friday,Snowy,Auto,84.8,Experienced,Side,Urban,Junction,High,Dry,1.14,Serious Injury
11:25,Tuesday,Snowy,Bus,55.04,Intermediate,Head-on,Urban,Junction,Low,Dry,5.81,Slight Injury
19:02,Sunday,Cloudy,Auto,88.56,Experienced,Head-on,Urban,Straight,Medium,Wet,17.76,Serious Injury
10:34,Saturday,Rainy,Motorcycle,45.73,Experienced,Side,Urban,Junction,Medium,Muddy,14.15,Slight Injury
02:16,Monday,Foggy,Car,86.66,Experienced,Vehicle overturn,Highway,Straight,Low,Wet,16.27,Fatal Injury
22:06,Tuesday,Cloudy,Truck,75.58,Experienced,Head-on,Highway,Straight,High,Muddy,29.26,Serious Injury
09:00,Tuesday,Rainy,Motorcycle,103.25,Experienced,Side,Highway,Junction,High,Muddy,18.95,Fatal Injury
14:33,Friday,Cloudy,Truck,105.3,Novice,Pedestrian,Urban,Junction,High,Wet,27.96,Fatal Injury
20:44,Tuesday,Clear,Bicycle,84.6,Experienced,Vehicle overturn,Rural,Straight,Low,Wet,39.06,Fatal Injury
03:33,Monday,Cloudy,Truck,101.25,Novice,Pedestrian,Rural,Straight,High,Wet,16.21,Fatal Injury
07:41,Saturday,Cloudy,Truck,87.73,Intermediate,Rear-end,Urban,Junction,Medium,Wet,22.9,Serious Injury
13:16,Monday,Rainy,Car,96.87,Intermediate,Head-on,Urban,Junction,Low,Dry,14.18,Serious Injury
01:46,Saturday,Cloudy,Motorcycle,66.5,Novice,Head-on,Highway,Curve,High,Dry,25.03,Slight Injury
10:51,Tuesday,Snowy,Motorcycle,29.95,Novice,Rear-end,Highway,Curve,High,Dry,9.02,Slight Injury
19:41,Saturday,Snowy,Motorcycle,79.98,Novice,Pedestrian,Urban,Curve,Medium,Muddy,-2.32,Serious Injury
10:49,Friday,Foggy,Bus,91.17,Experienced,Vehicle overturn,Urban,Junction,Low,Muddy,17.71,Serious Injury
10:33,Saturday,Foggy,Auto,24.51,Experienced,Rear-end,Highway,Curve,Medium,Muddy,19.32,Slight Injury
20:40,Thursday,Clear,Truck,85.51,Intermediate,Side,Urban,Junction,Medium,Wet,31.46,Serious Injury
00:40,Thursday,Foggy,Motorcycle,37.56,Novice,Pedestrian,Urban,Curve,High,Dry,10.23,Slight Injury
01:22,Friday,Cloudy,Truck,78.58,Intermediate,Side,Rural,Curve,Medium,Dry,20.69,Serious Injury
15:25,Thursday,Foggy,Motorcycle,113.43,Novice,Rear-end,Rural,Curve,Medium,Muddy,18.6,Fatal Injury
01:17,Tuesday,Clear,Motorcycle,109.08,Intermediate,Side,Rural,Straight,Medium,Wet,35.6,Fatal Injury
05:39,Tuesday,Rainy,Bus,119.93,Intermediate,Head-on,Urban,Curve,Medium,Muddy,16.57,Fatal Injury
13:32,Tuesday,Windy,Bus,90.95,Experienced,Vehicle overturn,Highway,Junction,High,Wet,38.8,Serious Injury
19:59,Saturday,Cloudy,Bus,57.85,Novice,Head-on,Highway,Straight,High,Wet,25.87,Slight Injury
23:24,Saturday,Clear,Auto,70.66,Novice,Head-on,Urban,Junction,Low,Muddy,32.7,Serious Injury
02:21,Wednesday,Windy,Car,92.35,Intermediate,Vehicle overturn,Urban,Junction,High,Wet,26.92,Fatal Injury
22:34,Monday,Windy,Truck,43.94,Novice,Vehicle overturn,Highway,Junction,High,Dry,33.72,Slight Injury
10:20,Saturday,Foggy,Bicycle,95.0,Novice,Vehicle overturn,Rural,Straight,Low,Wet,17.97,Serious Injury
00:35,Thursday,Windy,Motorcycle,31.08,Intermediate,Head-on,Highway,Junction,High,Muddy,27.65,Slight Injury
21:23,Saturday,Rainy,Motorcycle,61.01,Experienced,Vehicle overturn,Highway,Junction,Medium,Wet,10.52,Slight Injury
00:23,Monday,Foggy,Car,82.6,Novice,Pedestrian,Highway,Junction,High,Muddy,16.31,Serious Injury
06:31,Sunday,Foggy,Car,34.59,Novice,Side,Highway,Junction,Low,Dry,14.57,Slight Injury
01:12,Tuesday,Snowy,Car,91.51,Experienced,Side,Urban,Curve,Low,Wet,-0.56,Serious Injury
10:07,Sunday,Cloudy,Motorcycle,121.68,Intermediate,Side,Rural,Straight,High,Dry,25.22,Fatal Injury
18:01,Sunday,Windy,Bicycle,23.08,Experienced,Side,Urban,Straight,Medium,Muddy,37.31,Slight Injury
16:00,Sunday,Windy,Bicycle,66.46,Novice,Head-on,Rural,Junction,Medium,Muddy,38.13,Serious Injury
18:05,Friday,Windy,Bus,96.37,Experienced,Side,Urban,Junction,Low,Wet,38.51,Serious Injury
16:20,Sunday,Clear,Motorcycle,60.84,Intermediate,Rear-end,Rural,Curve,Low,Muddy,36.34,Slight Injury
23:11,Wednesday,Cloudy,Bus,69.76,Intermediate,Vehicle overturn,Rural,Curve,Medium,Dry,24.49,Serious Injury
13:41,Sunday,Windy,Truck,65.56,Experienced,Pedestrian,Highway,Curve,Low,Dry,29.46,Serious Injury
21:45,Sunday,Foggy,Car,37.95,Novice,Vehicle overturn,Highway,Curve,Low,Wet,15.14,Slight Injury
16:03,Monday,Windy,Auto,49.75,Intermediate,Vehicle overturn,Highway,Junction,Low,Wet,25.86,Slight Injury
11:16,Sunday,Clear,Motorcycle,128.24,Experienced,Side,Urban,Junction,Medium,Wet,35.04,Fatal Injury
03:32,Wednesday,Rainy,Bus,92.49,Experienced,Vehicle overturn,Highway,Junction,Medium,Dry,16.48,Serious Injury
12:56,Friday,Foggy,Motorcycle,97.26,Experienced,Rear-end,Urban,Curve,High,Wet,14.91,Fatal Injury
04:52,Wednesday,Windy,Motorcycle,123.15,Experienced,Side,Urban,Junction,Medium,Dry,35.39,Fatal Injury
11:51,Sunday,Foggy,Truck,67.3,Novice,Vehicle overturn,Highway,Junction,Low,Wet,13.53,Serious Injury
